riskId,supplierVendorCode,riskType,riskScore,riskDescription,mitigationPlan,riskStatus
RISK-88616a55,SUP-4e740d5a,Country Risk,15.0,Country Risk for supplier SUP-4e740d5a is 15.,N/A,Active
RISK-242cf2ba,SUP-4e740d5a,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-4e740d5a is 0.,N/A,Active
RISK-5de3a61e,SUP-4e740d5a,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-4e740d5a is 10.,N/A,Active
RISK-79a14c15,SUP-4e740d5a,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-4e740d5a is 0.,N/A,Active
RISK-abc490c3,SUP-3b07b7de,Country Risk,15.0,Country Risk for supplier SUP-3b07b7de is 15.,N/A,Active
RISK-22fac1ec,SUP-3b07b7de,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-3b07b7de is 0.,N/A,Active
RISK-fde9b50c,SUP-3b07b7de,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-3b07b7de is 10.,N/A,Active
RISK-7a9cf447,SUP-3b07b7de,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-3b07b7de is 0.,N/A,Active
RISK-eab30228,SUP-ea09b39a,Country Risk,0.0,Country Risk for supplier SUP-ea09b39a is 0.,N/A,Active
RISK-250171ac,SUP-ea09b39a,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-ea09b39a is 0.,N/A,Active
RISK-4a988b41,SUP-ea09b39a,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-ea09b39a is 10.,N/A,Active
RISK-14349530,SUP-ea09b39a,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-ea09b39a is 0.,N/A,Active
RISK-0ef125be,SUP-500ec2ad,Country Risk,30.0,Country Risk for supplier SUP-500ec2ad is 30.,N/A,Active
RISK-76277445,SUP-500ec2ad,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-500ec2ad is 0.,N/A,Active
RISK-66de662a,SUP-500ec2ad,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-500ec2ad is 0.,N/A,Active
RISK-758631b8,SUP-500ec2ad,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-500ec2ad is 0.,N/A,Active
RISK-6bf9a1c5,SUP-03de0a6a,Country Risk,0.0,Country Risk for supplier SUP-03de0a6a is 0.,N/A,Active
RISK-28e3f079,SUP-03de0a6a,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-03de0a6a is 0.,N/A,Active
RISK-a30304e2,SUP-03de0a6a,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-03de0a6a is 0.,N/A,Active
RISK-b0d41c66,SUP-03de0a6a,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-03de0a6a is 0.,N/A,Active
RISK-5785b9bf,SUP-76ff9e6e,Country Risk,15.0,Country Risk for supplier SUP-76ff9e6e is 15.,N/A,Active
RISK-fd83453c,SUP-76ff9e6e,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-76ff9e6e is 0.,N/A,Active
RISK-7c6b9581,SUP-76ff9e6e,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-76ff9e6e is 0.,N/A,Active
RISK-58db9928,SUP-76ff9e6e,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-76ff9e6e is 0.,N/A,Active
RISK-8b0d6a6d,SUP-98309406,Country Risk,0.0,Country Risk for supplier SUP-98309406 is 0.,N/A,Active
RISK-55beb6a0,SUP-98309406,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-98309406 is 0.,N/A,Active
RISK-bfca1a6b,SUP-98309406,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-98309406 is 25.,N/A,Active
RISK-f8efa10e,SUP-98309406,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-98309406 is 0.,N/A,Active
RISK-b7e3998b,SUP-8316fd3d,Country Risk,15.0,Country Risk for supplier SUP-8316fd3d is 15.,N/A,Active
RISK-79c4d69a,SUP-8316fd3d,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-8316fd3d is 0.,N/A,Active
RISK-858c5556,SUP-8316fd3d,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-8316fd3d is 25.,N/A,Active
RISK-de5cba3d,SUP-8316fd3d,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-8316fd3d is 0.,N/A,Active
RISK-a3e071c3,SUP-89be7c73,Country Risk,15.0,Country Risk for supplier SUP-89be7c73 is 15.,N/A,Active
RISK-badfeaae,SUP-89be7c73,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-89be7c73 is 0.,N/A,Active
RISK-3b385e21,SUP-89be7c73,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-89be7c73 is 0.,N/A,Active
RISK-923435ec,SUP-89be7c73,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-89be7c73 is 0.,N/A,Active
RISK-96efe564,SUP-8d756b6c,Country Risk,15.0,Country Risk for supplier SUP-8d756b6c is 15.,N/A,Active
RISK-b5c9fa1e,SUP-8d756b6c,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-8d756b6c is 0.,N/A,Active
RISK-dea8ce60,SUP-8d756b6c,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-8d756b6c is 25.,N/A,Active
RISK-5dba0216,SUP-8d756b6c,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-8d756b6c is 0.,N/A,Active
RISK-bd2b589a,SUP-acb6f64c,Country Risk,0.0,Country Risk for supplier SUP-acb6f64c is 0.,N/A,Active
RISK-d381a564,SUP-acb6f64c,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-acb6f64c is 0.,N/A,Active
RISK-ef6a1634,SUP-acb6f64c,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-acb6f64c is 0.,N/A,Active
RISK-c9bd7082,SUP-acb6f64c,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-acb6f64c is 0.,N/A,Active
RISK-95b70ec3,SUP-2cb279db,Country Risk,15.0,Country Risk for supplier SUP-2cb279db is 15.,N/A,Active
RISK-7ca50ced,SUP-2cb279db,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-2cb279db is 0.,N/A,Active
RISK-8488c331,SUP-2cb279db,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-2cb279db is 25.,N/A,Active
RISK-463abc61,SUP-2cb279db,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-2cb279db is 0.,N/A,Active
RISK-ab5b0a63,SUP-e60225b6,Country Risk,0.0,Country Risk for supplier SUP-e60225b6 is 0.,N/A,Active
RISK-4a466ddb,SUP-e60225b6,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-e60225b6 is 0.,N/A,Active
RISK-60e57450,SUP-e60225b6,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-e60225b6 is 0.,N/A,Active
RISK-f0425e98,SUP-e60225b6,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-e60225b6 is 0.,N/A,Active
RISK-9775d7ab,SUP-aaab2f4f,Country Risk,15.0,Country Risk for supplier SUP-aaab2f4f is 15.,N/A,Active
RISK-f895be72,SUP-aaab2f4f,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-aaab2f4f is 0.,N/A,Active
RISK-2439e599,SUP-aaab2f4f,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-aaab2f4f is 0.,N/A,Active
RISK-52332799,SUP-aaab2f4f,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-aaab2f4f is 0.,N/A,Active
RISK-6c6508ac,SUP-a38914b1,Country Risk,15.0,Country Risk for supplier SUP-a38914b1 is 15.,N/A,Active
RISK-569d9c3f,SUP-a38914b1,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-a38914b1 is 0.,N/A,Active
RISK-bbeb1192,SUP-a38914b1,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-a38914b1 is 10.,N/A,Active
RISK-eebcf9f9,SUP-a38914b1,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-a38914b1 is 0.,N/A,Active
RISK-00b50d4d,SUP-9c2971cf,Country Risk,0.0,Country Risk for supplier SUP-9c2971cf is 0.,N/A,Active
RISK-be82ec22,SUP-9c2971cf,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-9c2971cf is 0.,N/A,Active
RISK-cd072601,SUP-9c2971cf,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-9c2971cf is 25.,N/A,Active
RISK-11617867,SUP-9c2971cf,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-9c2971cf is 0.,N/A,Active
RISK-287f4331,SUP-619ce414,Country Risk,15.0,Country Risk for supplier SUP-619ce414 is 15.,N/A,Active
RISK-5e499eec,SUP-619ce414,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-619ce414 is 0.,N/A,Active
RISK-a6faf996,SUP-619ce414,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-619ce414 is 0.,N/A,Active
RISK-74c293f1,SUP-619ce414,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-619ce414 is 0.,N/A,Active
RISK-1fcef8de,SUP-9e7ec53a,Country Risk,15.0,Country Risk for supplier SUP-9e7ec53a is 15.,N/A,Active
RISK-c12420b0,SUP-9e7ec53a,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-9e7ec53a is 0.,N/A,Active
RISK-94216199,SUP-9e7ec53a,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-9e7ec53a is 0.,N/A,Active
RISK-16d35d83,SUP-9e7ec53a,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-9e7ec53a is 0.,N/A,Active
RISK-4d8949c9,SUP-439a377c,Country Risk,15.0,Country Risk for supplier SUP-439a377c is 15.,N/A,Active
RISK-58aeb950,SUP-439a377c,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-439a377c is 0.,N/A,Active
RISK-2f7fe0ed,SUP-439a377c,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-439a377c is 0.,N/A,Active
RISK-35f24520,SUP-439a377c,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-439a377c is 0.,N/A,Active
RISK-49b14217,SUP-04b712ff,Country Risk,15.0,Country Risk for supplier SUP-04b712ff is 15.,N/A,Active
RISK-ae12145a,SUP-04b712ff,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-04b712ff is 0.,N/A,Active
RISK-36e9b893,SUP-04b712ff,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-04b712ff is 0.,N/A,Active
RISK-d00c1e5b,SUP-04b712ff,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-04b712ff is 0.,N/A,Active
RISK-5f941da7,SUP-91cd49f0,Country Risk,0.0,Country Risk for supplier SUP-91cd49f0 is 0.,N/A,Active
RISK-3b365565,SUP-91cd49f0,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-91cd49f0 is 0.,N/A,Active
RISK-8dbb4130,SUP-91cd49f0,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-91cd49f0 is 0.,N/A,Active
RISK-61becfb1,SUP-91cd49f0,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-91cd49f0 is 0.,N/A,Active
RISK-7464ed40,SUP-738ad56b,Country Risk,0.0,Country Risk for supplier SUP-738ad56b is 0.,N/A,Active
RISK-e3707135,SUP-738ad56b,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-738ad56b is 0.,N/A,Active
RISK-35ebc27c,SUP-738ad56b,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-738ad56b is 0.,N/A,Active
RISK-5afc04b7,SUP-738ad56b,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-738ad56b is 0.,N/A,Active
RISK-0e669ae2,SUP-0afe4cb0,Country Risk,15.0,Country Risk for supplier SUP-0afe4cb0 is 15.,N/A,Active
RISK-7a6d04d8,SUP-0afe4cb0,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-0afe4cb0 is 0.,N/A,Active
RISK-7e3a557f,SUP-0afe4cb0,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-0afe4cb0 is 0.,N/A,Active
RISK-46c84bf3,SUP-0afe4cb0,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-0afe4cb0 is 0.,N/A,Active
RISK-c75612bb,SUP-4e2222c3,Country Risk,15.0,Country Risk for supplier SUP-4e2222c3 is 15.,N/A,Active
RISK-6790e6ed,SUP-4e2222c3,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-4e2222c3 is 0.,N/A,Active
RISK-8b6f7e9f,SUP-4e2222c3,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-4e2222c3 is 10.,N/A,Active
RISK-41402add,SUP-4e2222c3,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-4e2222c3 is 0.,N/A,Active
RISK-b57d7e5f,SUP-5fe4f09e,Country Risk,15.0,Country Risk for supplier SUP-5fe4f09e is 15.,N/A,Active
RISK-3dce4dbc,SUP-5fe4f09e,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-5fe4f09e is 0.,N/A,Active
RISK-ca5d926c,SUP-5fe4f09e,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-5fe4f09e is 10.,N/A,Active
RISK-67e1fa2d,SUP-5fe4f09e,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-5fe4f09e is 0.,N/A,Active
RISK-040b86ba,SUP-28a85ab4,Country Risk,15.0,Country Risk for supplier SUP-28a85ab4 is 15.,N/A,Active
RISK-64f4e425,SUP-28a85ab4,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-28a85ab4 is 0.,N/A,Active
RISK-cd6f7ebf,SUP-28a85ab4,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-28a85ab4 is 0.,N/A,Active
RISK-664070b2,SUP-28a85ab4,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-28a85ab4 is 0.,N/A,Active
RISK-94b7d432,SUP-cab9caf8,Country Risk,0.0,Country Risk for supplier SUP-cab9caf8 is 0.,N/A,Active
RISK-ccdedcf9,SUP-cab9caf8,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-cab9caf8 is 0.,N/A,Active
RISK-4612ca1f,SUP-cab9caf8,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-cab9caf8 is 0.,N/A,Active
RISK-e042b3bd,SUP-cab9caf8,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-cab9caf8 is 0.,N/A,Active
RISK-69cd0c6e,SUP-f5d76ae4,Country Risk,15.0,Country Risk for supplier SUP-f5d76ae4 is 15.,N/A,Active
RISK-dcd55a02,SUP-f5d76ae4,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-f5d76ae4 is 0.,N/A,Active
RISK-1faeb0eb,SUP-f5d76ae4,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-f5d76ae4 is 10.,N/A,Active
RISK-3368a0bf,SUP-f5d76ae4,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-f5d76ae4 is 0.,N/A,Active
RISK-68b98503,SUP-745fa4d9,Country Risk,15.0,Country Risk for supplier SUP-745fa4d9 is 15.,N/A,Active
RISK-0ebd4593,SUP-745fa4d9,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-745fa4d9 is 0.,N/A,Active
RISK-7b6673e0,SUP-745fa4d9,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-745fa4d9 is 0.,N/A,Active
RISK-133eab82,SUP-745fa4d9,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-745fa4d9 is 0.,N/A,Active
RISK-b6de9226,SUP-41f112a7,Country Risk,15.0,Country Risk for supplier SUP-41f112a7 is 15.,N/A,Active
RISK-b4f437c7,SUP-41f112a7,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-41f112a7 is 0.,N/A,Active
RISK-c0f9b79c,SUP-41f112a7,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-41f112a7 is 0.,N/A,Active
RISK-4b94d4da,SUP-41f112a7,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-41f112a7 is 0.,N/A,Active
RISK-cce9132f,SUP-60c7ba4c,Country Risk,15.0,Country Risk for supplier SUP-60c7ba4c is 15.,N/A,Active
RISK-4972e1e6,SUP-60c7ba4c,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-60c7ba4c is 0.,N/A,Active
RISK-91d95aba,SUP-60c7ba4c,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-60c7ba4c is 10.,N/A,Active
RISK-590d573e,SUP-60c7ba4c,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-60c7ba4c is 0.,N/A,Active
RISK-926b1bec,SUP-2dc5bfd8,Country Risk,15.0,Country Risk for supplier SUP-2dc5bfd8 is 15.,N/A,Active
RISK-c433e692,SUP-2dc5bfd8,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-2dc5bfd8 is 0.,N/A,Active
RISK-a0f0a491,SUP-2dc5bfd8,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-2dc5bfd8 is 0.,N/A,Active
RISK-d898e9a3,SUP-2dc5bfd8,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-2dc5bfd8 is 0.,N/A,Active
RISK-e7a4fdb3,SUP-327e9482,Country Risk,0.0,Country Risk for supplier SUP-327e9482 is 0.,N/A,Active
RISK-9821259d,SUP-327e9482,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-327e9482 is 0.,N/A,Active
RISK-07405c6e,SUP-327e9482,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-327e9482 is 10.,N/A,Active
RISK-e62e3a13,SUP-327e9482,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-327e9482 is 0.,N/A,Active
RISK-1dd42ef5,SUP-6e0098ec,Country Risk,0.0,Country Risk for supplier SUP-6e0098ec is 0.,N/A,Active
RISK-f59089d4,SUP-6e0098ec,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-6e0098ec is 0.,N/A,Active
RISK-a6b61e20,SUP-6e0098ec,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-6e0098ec is 10.,N/A,Active
RISK-db939fe3,SUP-6e0098ec,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-6e0098ec is 0.,N/A,Active
RISK-719aa494,SUP-fb85787f,Country Risk,15.0,Country Risk for supplier SUP-fb85787f is 15.,N/A,Active
RISK-6e7adbe3,SUP-fb85787f,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-fb85787f is 0.,N/A,Active
RISK-cb285d47,SUP-fb85787f,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-fb85787f is 0.,N/A,Active
RISK-4353493b,SUP-fb85787f,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-fb85787f is 0.,N/A,Active
RISK-6a0c9cdd,SUP-f0be1f95,Country Risk,30.0,Country Risk for supplier SUP-f0be1f95 is 30.,N/A,Active
RISK-8ff61795,SUP-f0be1f95,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-f0be1f95 is 0.,N/A,Active
RISK-b33082a1,SUP-f0be1f95,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-f0be1f95 is 10.,N/A,Active
RISK-4fd73db5,SUP-f0be1f95,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-f0be1f95 is 0.,N/A,Active
RISK-f548576a,SUP-294b5b93,Country Risk,15.0,Country Risk for supplier SUP-294b5b93 is 15.,N/A,Active
RISK-37dadb8e,SUP-294b5b93,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-294b5b93 is 0.,N/A,Active
RISK-4fa8b626,SUP-294b5b93,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-294b5b93 is 0.,N/A,Active
RISK-da452445,SUP-294b5b93,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-294b5b93 is 0.,N/A,Active
RISK-8be9004f,SUP-7eb462ab,Country Risk,0.0,Country Risk for supplier SUP-7eb462ab is 0.,N/A,Active
RISK-5272ddc1,SUP-7eb462ab,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-7eb462ab is 0.,N/A,Active
RISK-7f381270,SUP-7eb462ab,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-7eb462ab is 0.,N/A,Active
RISK-647b18bf,SUP-7eb462ab,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-7eb462ab is 0.,N/A,Active
RISK-01e1ec8d,SUP-5aad0312,Country Risk,0.0,Country Risk for supplier SUP-5aad0312 is 0.,N/A,Active
RISK-66a9733f,SUP-5aad0312,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-5aad0312 is 0.,N/A,Active
RISK-54131474,SUP-5aad0312,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-5aad0312 is 0.,N/A,Active
RISK-04565400,SUP-5aad0312,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-5aad0312 is 0.,N/A,Active
RISK-6e113df6,SUP-5e584cda,Country Risk,0.0,Country Risk for supplier SUP-5e584cda is 0.,N/A,Active
RISK-fbc64599,SUP-5e584cda,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-5e584cda is 0.,N/A,Active
RISK-3e4d7ae0,SUP-5e584cda,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-5e584cda is 0.,N/A,Active
RISK-e02cbcc7,SUP-5e584cda,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-5e584cda is 0.,N/A,Active
RISK-2f3be329,SUP-c888e987,Country Risk,15.0,Country Risk for supplier SUP-c888e987 is 15.,N/A,Active
RISK-b683e3f3,SUP-c888e987,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-c888e987 is 0.,N/A,Active
RISK-c45acb8b,SUP-c888e987,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-c888e987 is 0.,N/A,Active
RISK-5487a74a,SUP-c888e987,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-c888e987 is 0.,N/A,Active
RISK-fd6169a6,SUP-c92b33fe,Country Risk,15.0,Country Risk for supplier SUP-c92b33fe is 15.,N/A,Active
RISK-020c500a,SUP-c92b33fe,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-c92b33fe is 0.,N/A,Active
RISK-3d7e371b,SUP-c92b33fe,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-c92b33fe is 10.,N/A,Active
RISK-7998ab45,SUP-c92b33fe,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-c92b33fe is 0.,N/A,Active
RISK-e989437e,SUP-dcd1048a,Country Risk,0.0,Country Risk for supplier SUP-dcd1048a is 0.,N/A,Active
RISK-71d61811,SUP-dcd1048a,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-dcd1048a is 0.,N/A,Active
RISK-10dbbaa6,SUP-dcd1048a,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-dcd1048a is 0.,N/A,Active
RISK-9aa8606c,SUP-dcd1048a,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-dcd1048a is 0.,N/A,Active
RISK-cbfceb98,SUP-31b021e8,Country Risk,15.0,Country Risk for supplier SUP-31b021e8 is 15.,N/A,Active
RISK-1cbdd92a,SUP-31b021e8,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-31b021e8 is 0.,N/A,Active
RISK-19832e7e,SUP-31b021e8,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-31b021e8 is 0.,N/A,Active
RISK-ae6cfa5d,SUP-31b021e8,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-31b021e8 is 0.,N/A,Active
RISK-ac0529c3,SUP-25de762f,Country Risk,0.0,Country Risk for supplier SUP-25de762f is 0.,N/A,Active
RISK-860b65f9,SUP-25de762f,Single Sourcing Risk,10.0,Single Sourcing Risk for supplier SUP-25de762f is 10.0.,N/A,Active
RISK-34c8716e,SUP-25de762f,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-25de762f is 10.,N/A,Active
RISK-21a92db9,SUP-25de762f,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-25de762f is 0.,N/A,Active
RISK-94ae4df2,SUP-735055ac,Country Risk,0.0,Country Risk for supplier SUP-735055ac is 0.,N/A,Active
RISK-1600a45a,SUP-735055ac,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-735055ac is 0.,N/A,Active
RISK-9bb8ff02,SUP-735055ac,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-735055ac is 0.,N/A,Active
RISK-443022a6,SUP-735055ac,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-735055ac is 0.,N/A,Active
RISK-c4ce1f21,SUP-b23233be,Country Risk,15.0,Country Risk for supplier SUP-b23233be is 15.,N/A,Active
RISK-0df50414,SUP-b23233be,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-b23233be is 0.,N/A,Active
RISK-f2d0fba4,SUP-b23233be,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-b23233be is 10.,N/A,Active
RISK-3d15d85c,SUP-b23233be,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-b23233be is 0.,N/A,Active
RISK-af13891c,SUP-9fcd2885,Country Risk,15.0,Country Risk for supplier SUP-9fcd2885 is 15.,N/A,Active
RISK-db516efe,SUP-9fcd2885,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-9fcd2885 is 0.,N/A,Active
RISK-1b5a64f1,SUP-9fcd2885,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-9fcd2885 is 0.,N/A,Active
RISK-0c41b443,SUP-9fcd2885,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-9fcd2885 is 0.,N/A,Active
RISK-4257d7c1,SUP-12c5d9c1,Country Risk,0.0,Country Risk for supplier SUP-12c5d9c1 is 0.,N/A,Active
RISK-8000c0e8,SUP-12c5d9c1,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-12c5d9c1 is 0.,N/A,Active
RISK-ce4d8dab,SUP-12c5d9c1,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-12c5d9c1 is 25.,N/A,Active
RISK-1952c5c2,SUP-12c5d9c1,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-12c5d9c1 is 0.,N/A,Active
RISK-11e34031,SUP-791e70d4,Country Risk,0.0,Country Risk for supplier SUP-791e70d4 is 0.,N/A,Active
RISK-1424f70f,SUP-791e70d4,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-791e70d4 is 0.,N/A,Active
RISK-a2c7f5b7,SUP-791e70d4,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-791e70d4 is 25.,N/A,Active
RISK-d782b9aa,SUP-791e70d4,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-791e70d4 is 0.,N/A,Active
RISK-44d4a4df,SUP-c8d8e118,Country Risk,0.0,Country Risk for supplier SUP-c8d8e118 is 0.,N/A,Active
RISK-c160ca6f,SUP-c8d8e118,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-c8d8e118 is 0.,N/A,Active
RISK-cd8e7530,SUP-c8d8e118,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-c8d8e118 is 0.,N/A,Active
