invoiceNumber,po_id,amount,issue_date,due_date,paid_date,status,late_payment_flag,supplierReference,glAccount,costCenter,invoiceText,postingDate
INV-12ca590d,PO-3c0bf730ce,1128.37,2023-07-12T08:32:23,2023-10-10T08:32:23,2023-11-09T08:32:23,paid,True,8383246259848,GL-1057,CC-156,Invoice for PO PO-3c0bf730ce,2023-07-22 08:32:23
INV-3b768640,PO-3c17b48b4c,10312.13,2025-03-01T08:34:05,2025-04-30T08:34:05,2025-05-07T08:34:05,paid,True,3860568220503,GL-1130,CC-166,Invoice for PO PO-3c17b48b4c,2025-03-02 08:34:05
INV-86ef5964,PO-3c17b48b4c,8910.04,2025-02-26T08:34:05,2025-04-27T08:34:05,2025-04-13T08:34:05,paid,False,6981859424978,GL-1025,CC-166,Invoice for PO PO-3c17b48b4c,2025-03-06 08:34:05
INV-e0c90546,PO-3c17b48b4c,9856.29,2025-03-02T08:34:05,2025-05-01T08:34:05,2025-04-25T08:34:05,paid,False,6828139334865,GL-1069,CC-166,Invoice for PO PO-3c17b48b4c,2025-03-10 08:34:05
INV-f2d5fca6,PO-3c908cbef8,250000.0,2025-04-05T08:04:51,2025-07-04T08:04:51,2025-06-26T08:04:51,paid,False,7017292249768,GL-1154,CC-158,Invoice for PO PO-3c908cbef8,2025-04-08 08:04:51
INV-484a4635,PO-3c926a3989,11892.9,2025-04-02T08:26:31,2025-07-01T08:26:31,2025-06-21T08:26:31,paid,False,1448683652182,GL-1194,CC-139,Invoice for PO PO-3c926a3989,2025-04-05 08:26:31
INV-deb4c153,PO-3ccab79e8c,1216.05,2024-07-08T16:36:55,2024-08-07T16:36:55,2024-07-28T16:36:55,paid,False,3772611933325,GL-1101,CC-MKT-EL_SUM_2024_001,Invoice for PO PO-3ccab79e8c,2024-07-11 16:36:55
INV-f815d85d,PO-3ccab79e8c,1277.81,2024-07-12T16:36:55,2024-08-11T16:36:55,2024-08-06T16:36:55,paid,False,0071065253229,GL-1089,CC-MKT-EL_SUM_2024_001,Invoice for PO PO-3ccab79e8c,2024-07-22 16:36:55
INV-01188f0a,PO-3d0472f7f6,520.13,2023-10-16T08:27:28,2023-12-15T08:27:28,2023-12-08T08:27:28,paid,False,6338905062736,GL-1176,CC-125,Invoice for PO PO-3d0472f7f6,2023-10-25 08:27:28
INV-56575752,PO-3d0472f7f6,462.77,2023-10-14T08:27:28,2023-12-13T08:27:28,2023-12-08T08:27:28,paid,False,2979656717175,GL-1168,CC-125,Invoice for PO PO-3d0472f7f6,2023-10-24 08:27:28
INV-ac3aa776,PO-3d2588c3ee,246.72,2024-06-23T04:24:07,2024-08-22T04:24:07,2024-08-14T04:24:07,paid,False,5258409834848,GL-1022,CC-MKT-ADIDAS_LRC_001,Invoice for PO PO-3d2588c3ee,2024-06-26 04:24:07
INV-dcf1b056,PO-3d2588c3ee,264.3,2024-06-24T04:24:07,2024-08-23T04:24:07,2024-09-13T04:24:07,paid,True,1127515587419,GL-1029,CC-MKT-ADIDAS_LRC_001,Invoice for PO PO-3d2588c3ee,2024-07-03 04:24:07
INV-4bcbbd83,PO-3d2588c3ee,286.98,2024-06-20T04:24:07,2024-08-19T04:24:07,2024-08-10T04:24:07,paid,False,4411593886388,GL-1139,CC-MKT-ADIDAS_LRC_001,Invoice for PO PO-3d2588c3ee,2024-06-24 04:24:07
INV-771f36ae,PO-3d28f38207,23663.3,2023-07-01T08:12:02,2023-07-31T08:12:02,2023-08-28T08:12:02,paid,True,8915686236679,GL-1198,CC-144,Invoice for PO PO-3d28f38207,2023-07-08 08:12:02
INV-55ca21bf,PO-3dd485debe,78953.33,2025-10-13T08:24:31,2025-12-12T08:24:31,2025-12-11T08:24:31,paid,False,9297157574336,GL-1045,CC-135,Invoice for PO PO-3dd485debe,2025-10-19 08:24:31
INV-cba84746,PO-3dd485debe,87010.61,2025-10-11T08:24:31,2025-12-10T08:24:31,2026-01-01T08:24:31,paid,True,5610169598628,GL-1108,CC-135,Invoice for PO PO-3dd485debe,2025-10-16 08:24:31
INV-5742b751,PO-3dd485debe,84036.05,2025-10-13T08:24:31,2025-12-12T08:24:31,2025-12-05T08:24:31,paid,False,9571843635175,GL-1032,CC-135,Invoice for PO PO-3dd485debe,2025-10-19 08:24:31
INV-76172ee2,PO-3e0e16a953,1883.33,2025-01-18T10:28:00,2025-02-17T10:28:00,2025-03-01T10:28:00,paid,True,8338266682725,GL-1090,CC-MKT-DY_WIN_2024_001,Invoice for PO PO-3e0e16a953,2025-01-23 10:28:00
INV-689a77bf,PO-3e0e16a953,1877.91,2025-01-19T10:28:00,2025-02-18T10:28:00,2025-02-06T10:28:00,paid,False,5710331608329,GL-1118,CC-MKT-DY_WIN_2024_001,Invoice for PO PO-3e0e16a953,2025-01-25 10:28:00
INV-3f2eef4d,PO-3e0e16a953,1507.64,2025-01-19T10:28:00,2025-02-18T10:28:00,2025-02-10T10:28:00,paid,False,2704940832452,GL-1157,CC-MKT-DY_WIN_2024_001,Invoice for PO PO-3e0e16a953,2025-01-24 10:28:00
INV-f5e9f474,PO-3e5192ede5,1500.46,2024-04-19T07:03:30,2024-06-18T07:03:30,2024-06-07T07:03:30,paid,False,4391788644927,GL-1089,CC-MKT-EM_NGHYB_2024_001,Invoice for PO PO-3e5192ede5,2024-04-21 07:03:30
INV-d14c93c6,PO-3e5192ede5,1322.07,2024-04-18T07:03:30,2024-06-17T07:03:30,2024-06-11T07:03:30,paid,False,0462327415774,GL-1034,CC-MKT-EM_NGHYB_2024_001,Invoice for PO PO-3e5192ede5,2024-04-19 07:03:30
INV-fe6fab90,PO-3e74545e74,2509.3,2024-12-28T19:03:14,2025-01-27T19:03:14,2025-02-21T19:03:14,paid,True,5150498457055,GL-1008,CC-MKT-EM_WSF_2024_001,Invoice for PO PO-3e74545e74,2025-01-02 19:03:14
INV-682e1e3e,PO-3e74545e74,2656.86,2024-12-27T19:03:14,2025-01-26T19:03:14,2025-01-20T19:03:14,paid,False,3685837881755,GL-1126,CC-MKT-EM_WSF_2024_001,Invoice for PO PO-3e74545e74,2025-01-06 19:03:14
INV-e7926c90,PO-3f9d43065c,4947.83,2024-05-14T16:39:04,2024-07-13T16:39:04,2024-07-02T16:39:04,paid,False,0290708666152,GL-1017,CC-MKT-EL_MD_2024_001,Invoice for PO PO-3f9d43065c,2024-05-22 16:39:04
INV-b901c98e,PO-3f9d43065c,5174.48,2024-05-13T16:39:04,2024-07-12T16:39:04,2024-06-30T16:39:04,paid,False,7740846966230,GL-1088,CC-MKT-EL_MD_2024_001,Invoice for PO PO-3f9d43065c,2024-05-18 16:39:04
INV-77848573,PO-3f9d43065c,6081.39,2024-05-15T16:39:04,2024-07-14T16:39:04,2024-07-12T16:39:04,paid,False,0567047434309,GL-1191,CC-MKT-EL_MD_2024_001,Invoice for PO PO-3f9d43065c,2024-05-16 16:39:04
INV-a440eefc,PO-3fd2778f02,10259.39,2023-07-15T08:25:23,2023-09-13T08:25:23,2023-09-05T08:25:23,paid,False,3269067527074,GL-1163,CC-135,Invoice for PO PO-3fd2778f02,2023-07-16 08:25:23
INV-0ae3176d,PO-3fd2778f02,10351.57,2023-07-18T08:25:23,2023-09-16T08:25:23,2023-09-11T08:25:23,paid,False,2794486790705,GL-1084,CC-135,Invoice for PO PO-3fd2778f02,2023-07-25 08:25:23
INV-72b095ff,PO-3febf4edb0,36910.96,2024-02-24T00:54:15,2024-05-24T00:54:15,2024-05-23T00:54:15,paid,False,0970531162884,GL-1086,CC-MKT-ADIDAS_UL_001,Invoice for PO PO-3febf4edb0,2024-03-04 00:54:15
INV-960fa6df,PO-401844d03a,727.23,2024-09-13T04:56:10,2024-12-12T04:56:10,2024-12-04T04:56:10,paid,False,5686263107974,GL-1148,CC-MKT-DY_B2S_2024_001,Invoice for PO PO-401844d03a,2024-09-16 04:56:10
INV-73d512c8,PO-403d310655,2946.58,2024-10-03T09:32:44,2024-11-02T09:32:44,2024-10-29T09:32:44,paid,False,9754002324404,GL-1057,CC-MKT-EL_AUT_2024_001,Invoice for PO PO-403d310655,2024-10-07 09:32:44
INV-b4986316,PO-403d310655,2819.0,2024-10-02T09:32:44,2024-11-01T09:32:44,2024-11-26T09:32:44,paid,True,1620090491237,GL-1075,CC-MKT-EL_AUT_2024_001,Invoice for PO PO-403d310655,2024-10-07 09:32:44
INV-8b9f11b7,PO-403d310655,2326.42,2024-10-06T09:32:44,2024-11-05T09:32:44,2024-11-21T09:32:44,paid,True,7146967058029,GL-1092,CC-MKT-EL_AUT_2024_001,Invoice for PO PO-403d310655,2024-10-13 09:32:44
INV-bf08d1b8,PO-404a1b43ec,11532.21,2025-07-02T08:07:36,2025-08-01T08:07:36,2025-07-22T08:07:36,paid,False,8063137637466,GL-1117,CC-157,Invoice for PO PO-404a1b43ec,2025-07-06 08:07:36
INV-64592efc,PO-416f2deefc,1123.0,2024-06-10T02:36:25,2024-07-10T02:36:25,2024-06-30T02:36:25,paid,False,6045908944623,GL-1009,CC-MKT-ADIDAS_LRC_001,Invoice for PO PO-416f2deefc,2024-06-15 02:36:25
INV-05f82460,PO-416f2deefc,1116.44,2024-06-10T02:36:25,2024-07-10T02:36:25,2024-07-08T02:36:25,paid,False,4060892386725,GL-1177,CC-MKT-ADIDAS_LRC_001,Invoice for PO PO-416f2deefc,2024-06-15 02:36:25
INV-20d45208,PO-416f2deefc,1169.99,2024-06-11T02:36:25,2024-07-11T02:36:25,2024-07-09T02:36:25,paid,False,6023156409170,GL-1069,CC-MKT-ADIDAS_LRC_001,Invoice for PO PO-416f2deefc,2024-06-21 02:36:25
INV-5f8ed213,PO-42495ae517,39924.34,2024-11-14T13:44:55,2024-12-14T13:44:55,2024-12-04T13:44:55,paid,False,6080308313402,GL-1159,CC-MKT-ADIDAS_BF_001,Invoice for PO PO-42495ae517,2024-11-21 13:44:55
INV-757009d6,PO-4283009422,2880.63,2024-07-01T08:15:37,2024-09-29T08:15:37,2024-09-18T08:15:37,paid,False,4172434438363,GL-1179,CC-133,Invoice for PO PO-4283009422,2024-07-07 08:15:37
INV-7e0775ac,PO-4283009422,2966.2,2024-07-01T08:15:37,2024-09-29T08:15:37,2024-09-24T08:15:37,paid,False,2595025509754,GL-1087,CC-133,Invoice for PO PO-4283009422,2024-07-08 08:15:37
INV-9b6676eb,PO-43425e5deb,15000.0,2024-03-29T13:22:55,2024-06-27T13:22:55,2024-07-03T13:22:55,paid,True,6623170383991,GL-1063,CC-MKT-DY_V15_2024_001,Invoice for PO PO-43425e5deb,2024-04-06 13:22:55
INV-1896f9ba,PO-45aad58031,830.39,2023-03-18T08:03:41,2023-06-16T08:03:41,2023-06-03T08:03:41,paid,False,1949816866105,GL-1172,CC-166,Invoice for PO PO-45aad58031,2023-03-25 08:03:41
INV-2ae20758,PO-45d2667ddb,970.5,2024-01-17T08:05:46,2024-02-16T08:05:46,2024-02-09T08:05:46,paid,False,3223755834509,GL-1117,CC-156,Invoice for PO PO-45d2667ddb,2024-01-22 08:05:46
INV-e25f5acd,PO-45d2667ddb,984.01,2024-01-16T08:05:46,2024-02-15T08:05:46,2024-02-08T08:05:46,paid,False,9838439993225,GL-1111,CC-156,Invoice for PO PO-45d2667ddb,2024-01-17 08:05:46
INV-42db5094,PO-45d2667ddb,835.16,2024-01-14T08:05:46,2024-02-13T08:05:46,2024-02-09T08:05:46,paid,False,1116036572615,GL-1077,CC-156,Invoice for PO PO-45d2667ddb,2024-01-22 08:05:46
INV-7a549f5e,PO-45fad19b80,380.98,2024-06-30T13:52:33,2024-07-30T13:52:33,2024-07-24T13:52:33,paid,False,7007639068572,GL-1068,CC-MKT-NS_VIT_2024_001,Invoice for PO PO-45fad19b80,2024-07-03 13:52:33
INV-66d5913f,PO-45fad19b80,436.61,2024-06-30T13:52:33,2024-07-30T13:52:33,2024-07-16T13:52:33,paid,False,8083551943349,GL-1074,CC-MKT-NS_VIT_2024_001,Invoice for PO PO-45fad19b80,2024-07-03 13:52:33
INV-1a13ec42,PO-46991cb03d,50724.99,2025-08-28T08:31:00,2025-11-26T08:31:00,2025-11-11T08:31:00,paid,False,1182528418341,GL-1073,CC-146,Invoice for PO PO-46991cb03d,2025-08-30 08:31:00
INV-8d477bb2,PO-46991cb03d,49004.88,2025-08-28T08:31:00,2025-11-26T08:31:00,2025-12-03T08:31:00,paid,True,1829158407641,GL-1099,CC-146,Invoice for PO PO-46991cb03d,2025-09-02 08:31:00
INV-148fdfff,PO-46c5946039,9540.3,2024-07-02T08:25:01,2024-08-01T08:25:01,2024-07-20T08:25:01,paid,False,7112446755642,GL-1125,CC-143,Invoice for PO PO-46c5946039,2024-07-04 08:25:01
INV-4f8ec249,PO-483ab3fa92,6000.0,2024-12-19T13:24:21,2025-03-19T13:24:21,2025-03-16T13:24:21,paid,False,8829923589858,GL-1062,CC-MKT-NS_NESC_2024_001,Invoice for PO PO-483ab3fa92,2024-12-21 13:24:21
INV-59a40649,PO-48cf52bc2a,2374.92,2024-08-23T05:15:42,2024-10-22T05:15:42,2024-10-14T05:15:42,paid,False,9181692194633,GL-1172,CC-MKT-NS_NESQ_2024_001,Invoice for PO PO-48cf52bc2a,2024-08-24 05:15:42
INV-2f05980e,PO-49e728d02c,1334.82,2024-11-10T21:00:44,2025-02-08T21:00:44,2025-02-03T21:00:44,paid,False,4132828257116,GL-1063,CC-MKT-DY_HOL_2024_001,Invoice for PO PO-49e728d02c,2024-11-17 21:00:44
INV-375a90cb,PO-4a653dd731,2210.8,2023-03-04T08:22:46,2023-04-03T08:22:46,2023-03-22T08:22:46,paid,False,7718086589755,GL-1091,CC-105,Invoice for PO PO-4a653dd731,2023-03-07 08:22:46
INV-000477f0,PO-4b5657d4d9,14906.92,2023-08-18T08:13:16,2023-11-16T08:13:16,2023-11-08T08:13:16,paid,False,8475686817563,GL-1039,CC-148,Invoice for PO PO-4b5657d4d9,2023-08-24 08:13:16
INV-4d73ab97,PO-4b5657d4d9,16832.27,2023-08-21T08:13:16,2023-11-19T08:13:16,2023-11-12T08:13:16,paid,False,1880034115111,GL-1011,CC-148,Invoice for PO PO-4b5657d4d9,2023-08-25 08:13:16
INV-3c615fd2,PO-4b5657d4d9,15474.0,2023-08-21T08:13:16,2023-11-19T08:13:16,2023-12-08T08:13:16,paid,True,0950649063976,GL-1108,CC-148,Invoice for PO PO-4b5657d4d9,2023-08-24 08:13:16
INV-f04a73c7,PO-4b7e4ded21,10305.53,2024-11-28T08:19:15,2024-12-28T08:19:15,2024-12-21T08:19:15,paid,False,9210275860464,GL-1134,CC-172,Invoice for PO PO-4b7e4ded21,2024-12-02 08:19:15
INV-6ae48c8e,PO-4b7e4ded21,10176.4,2024-11-28T08:19:15,2024-12-28T08:19:15,2024-12-18T08:19:15,paid,False,7077719387749,GL-1067,CC-172,Invoice for PO PO-4b7e4ded21,2024-11-29 08:19:15
INV-e657edd8,PO-4cae163412,12485.19,2024-03-10T16:18:16,2024-04-09T16:18:16,2024-04-06T16:18:16,paid,False,7131381313595,GL-1156,CC-MKT-NS_FIT_2024_001,Invoice for PO PO-4cae163412,2024-03-15 16:18:16
INV-1d30e776,PO-4cae163412,12514.81,2024-03-11T16:18:16,2024-04-10T16:18:16,2024-04-24T16:18:16,paid,True,5011029292500,GL-1093,CC-MKT-NS_FIT_2024_001,Invoice for PO PO-4cae163412,2024-03-18 16:18:16
INV-de1a45e2,PO-4de809581a,718.07,2024-06-18T15:16:49,2024-09-16T15:16:49,2024-09-26T15:16:49,paid,True,9518428555534,GL-1097,CC-MKT-ADIDAS_SS_ROAS_001,Invoice for PO PO-4de809581a,2024-06-26 15:16:49
INV-27d82db5,PO-4de809581a,784.92,2024-06-18T15:16:49,2024-09-16T15:16:49,2024-09-29T15:16:49,paid,True,1137395886397,GL-1083,CC-MKT-ADIDAS_SS_ROAS_001,Invoice for PO PO-4de809581a,2024-06-22 15:16:49
INV-da108347,PO-4e708d0793,327.87,2024-05-30T06:55:56,2024-06-29T06:55:56,2024-06-25T06:55:56,paid,False,5081490417757,GL-1174,CC-MKT-DYSON_MD_2024_001,Invoice for PO PO-4e708d0793,2024-06-08 06:55:56
INV-467a2aef,PO-4e708d0793,322.17,2024-05-31T06:55:56,2024-06-30T06:55:56,,overdue,False,1127423652131,GL-1167,CC-MKT-DYSON_MD_2024_001,Invoice for PO PO-4e708d0793,2024-06-05 06:55:56
INV-63e082be,PO-4e708d0793,248.02,2024-05-29T06:55:56,2024-06-28T06:55:56,2024-06-19T06:55:56,paid,False,6049727101779,GL-1093,CC-MKT-DYSON_MD_2024_001,Invoice for PO PO-4e708d0793,2024-06-08 06:55:56
INV-e4e16d68,PO-4e7a9cf7d0,286.24,2024-06-30T17:34:35,2024-07-30T17:34:35,2024-07-23T17:34:35,paid,False,0106897160077,GL-1116,CC-MKT-NS_VIT_2024_001,Invoice for PO PO-4e7a9cf7d0,2024-07-03 17:34:35
INV-811c4c75,PO-4e7a9cf7d0,260.07,2024-06-30T17:34:35,2024-07-30T17:34:35,2024-08-25T17:34:35,paid,True,8448774635479,GL-1019,CC-MKT-NS_VIT_2024_001,Invoice for PO PO-4e7a9cf7d0,2024-07-09 17:34:35
INV-9ea2ce5e,PO-4e7a9cf7d0,303.31,2024-06-27T17:34:35,2024-07-27T17:34:35,2024-07-21T17:34:35,paid,False,3964996162180,GL-1025,CC-MKT-NS_VIT_2024_001,Invoice for PO PO-4e7a9cf7d0,2024-07-01 17:34:35
INV-8001badb,PO-4e8c3f3ad3,8542.12,2024-10-19T08:26:52,2024-11-18T08:26:52,2024-11-10T08:26:52,paid,False,4617786502688,GL-1155,CC-122,Invoice for PO PO-4e8c3f3ad3,2024-10-28 08:26:52
INV-289c5b5c,PO-4e8c3f3ad3,10045.0,2024-10-19T08:26:52,2024-11-18T08:26:52,2024-11-14T08:26:52,paid,False,9223057243607,GL-1005,CC-122,Invoice for PO PO-4e8c3f3ad3,2024-10-24 08:26:52
INV-5e188833,PO-4ea6ce7e42,33772.98,2025-12-07T08:21:22,2026-01-06T08:21:22,2025-12-22T08:21:22,paid,False,7379556874735,GL-1111,CC-144,Invoice for PO PO-4ea6ce7e42,2025-12-17 08:21:22
INV-bb2c8ed9,PO-4f0b258e0d,709.4,2024-07-19T10:16:00,2024-09-17T10:16:00,2024-09-06T10:16:00,paid,False,9945950825819,GL-1037,CC-MKT-EL_SUM_2024_001,Invoice for PO PO-4f0b258e0d,2024-07-22 10:16:00
INV-a9aece3c,PO-4f0b258e0d,682.92,2024-07-17T10:16:00,2024-09-15T10:16:00,2024-09-08T10:16:00,paid,False,6305201075319,GL-1113,CC-MKT-EL_SUM_2024_001,Invoice for PO PO-4f0b258e0d,2024-07-20 10:16:00
INV-1869fd63,PO-4f0b258e0d,607.68,2024-07-20T10:16:00,2024-09-18T10:16:00,2024-09-08T10:16:00,paid,False,1326470173716,GL-1008,CC-MKT-EL_SUM_2024_001,Invoice for PO PO-4f0b258e0d,2024-07-26 10:16:00
INV-0663f4fa,PO-4f42f77a06,665.77,2024-12-22T23:15:06,2025-03-22T23:15:06,2025-03-07T23:15:06,paid,False,9222040036042,GL-1050,CC-MKT-DY_HOL_2024_001,Invoice for PO PO-4f42f77a06,2024-12-28 23:15:06
INV-22351937,PO-4f42f77a06,549.4,2024-12-22T23:15:06,2025-03-22T23:15:06,2025-03-16T23:15:06,paid,False,8568242865990,GL-1119,CC-MKT-DY_HOL_2024_001,Invoice for PO PO-4f42f77a06,2025-01-01 23:15:06
INV-94714536,PO-500a7a6366,2310.0,2024-04-27T14:28:31,2024-07-26T14:28:31,2024-08-19T14:28:31,paid,True,8451395285930,GL-1173,CC-MKT-DYSON_MD_2024_001,Invoice for PO PO-500a7a6366,2024-04-29 14:28:31
INV-ee76165f,PO-5085b3da22,3040.49,2025-01-09T19:29:00,2025-02-08T19:29:00,2025-02-06T19:29:00,paid,False,5185305282612,GL-1053,CC-MKT-EL_VOGUE_2024_001,Invoice for PO PO-5085b3da22,2025-01-19 19:29:00
INV-e31bc6dd,PO-5085b3da22,2959.51,2025-01-11T19:29:00,2025-02-10T19:29:00,2025-02-06T19:29:00,paid,False,8657774908302,GL-1035,CC-MKT-EL_VOGUE_2024_001,Invoice for PO PO-5085b3da22,2025-01-14 19:29:00
INV-8578e142,PO-50e543f041,21926.11,2024-01-21T08:09:23,2024-02-20T08:09:23,2024-02-08T08:09:23,paid,False,0598568851597,GL-1200,CC-134,Invoice for PO PO-50e543f041,2024-01-26 08:09:23
INV-d4a36652,PO-50e543f041,22494.16,2024-01-20T08:09:23,2024-02-19T08:09:23,2024-03-02T08:09:23,paid,True,4150898930678,GL-1068,CC-134,Invoice for PO PO-50e543f041,2024-01-27 08:09:23
INV-2672ef12,PO-50e543f041,18770.49,2024-01-21T08:09:23,2024-02-20T08:09:23,2024-02-12T08:09:23,paid,False,1819759032359,GL-1014,CC-134,Invoice for PO PO-50e543f041,2024-01-30 08:09:23
INV-0d962324,PO-50f2e9fcd4,139205.13,2023-12-31T08:15:12,2024-03-30T08:15:12,2024-04-15T08:15:12,paid,True,1262009759924,GL-1072,CC-128,Invoice for PO PO-50f2e9fcd4,2024-01-10 08:15:12
INV-ff311369,PO-516ddc50c0,3478.78,2023-09-28T08:30:07,2023-11-27T08:30:07,2023-11-12T08:30:07,paid,False,3795730675457,GL-1043,CC-170,Invoice for PO PO-516ddc50c0,2023-10-03 08:30:07
INV-f1e00e25,PO-516ddc50c0,3353.95,2023-10-02T08:30:07,2023-12-01T08:30:07,2023-11-24T08:30:07,paid,False,9456489190045,GL-1112,CC-170,Invoice for PO PO-516ddc50c0,2023-10-05 08:30:07
INV-dc2e82d4,PO-520c1a2e19,57686.15,2025-11-21T08:20:20,2026-02-19T08:20:20,2026-02-13T08:20:20,paid,False,6600000328919,GL-1062,CC-170,Invoice for PO PO-520c1a2e19,2025-11-28 08:20:20
INV-163f4033,PO-520c1a2e19,62518.07,2025-11-18T08:20:20,2026-02-16T08:20:20,2026-03-12T08:20:20,paid,True,3497210972666,GL-1109,CC-170,Invoice for PO PO-520c1a2e19,2025-11-28 08:20:20
INV-f04b3595,PO-520c1a2e19,60404.72,2025-11-19T08:20:20,2026-02-17T08:20:20,2026-02-05T08:20:20,paid,False,5777424382481,GL-1181,CC-170,Invoice for PO PO-520c1a2e19,2025-11-20 08:20:20
INV-d361e0a9,PO-522216516d,389.96,2024-09-19T01:27:58,2024-10-19T01:27:58,2024-10-18T01:27:58,paid,False,8942124146115,GL-1196,CC-MKT-DY_B2S_2024_001,Invoice for PO PO-522216516d,2024-09-21 01:27:58
INV-b3b7936e,PO-522216516d,385.61,2024-09-23T01:27:58,2024-10-23T01:27:58,2024-10-10T01:27:58,paid,False,8454365865286,GL-1079,CC-MKT-DY_B2S_2024_001,Invoice for PO PO-522216516d,2024-09-25 01:27:58
INV-c63b0114,PO-522216516d,497.2,2024-09-19T01:27:58,2024-10-19T01:27:58,2024-10-13T01:27:58,paid,False,3826860909959,GL-1176,CC-MKT-DY_B2S_2024_001,Invoice for PO PO-522216516d,2024-09-23 01:27:58
INV-c28f0545,PO-5245b5a1e8,1482.53,2023-05-01T08:04:27,2023-05-31T08:04:27,2023-05-27T08:04:27,paid,False,3062583811746,GL-1046,CC-180,Invoice for PO PO-5245b5a1e8,2023-05-05 08:04:27
INV-273503c9,PO-5245b5a1e8,1352.79,2023-05-01T08:04:27,2023-05-31T08:04:27,2023-05-19T08:04:27,paid,False,5018158719069,GL-1194,CC-180,Invoice for PO PO-5245b5a1e8,2023-05-10 08:04:27
INV-5ce73c86,PO-534bbadd08,3428.18,2024-06-14T06:29:46,2024-08-13T06:29:46,2024-08-02T06:29:46,paid,False,4506331409629,GL-1081,CC-MKT-NS_VIT_2024_001,Invoice for PO PO-534bbadd08,2024-06-21 06:29:46
INV-31d17d8d,PO-534bbadd08,3262.59,2024-06-14T06:29:46,2024-08-13T06:29:46,2024-08-08T06:29:46,paid,False,4121111550041,GL-1148,CC-MKT-NS_VIT_2024_001,Invoice for PO PO-534bbadd08,2024-06-21 06:29:46
INV-72c07c5c,PO-535cc01b7d,4311.49,2024-04-27T14:07:57,2024-06-26T14:07:57,2024-06-25T14:07:57,paid,False,9107535165738,GL-1139,CC-MKT-DYSON_MD_2024_001,Invoice for PO PO-535cc01b7d,2024-04-29 14:07:57
INV-0b6fc5b5,PO-5365b8d4d9,8214.66,2024-02-15T03:29:55,2024-04-15T03:29:55,2024-04-14T03:29:55,paid,False,3328327192763,GL-1007,CC-MKT-ADIDAS_UL_001,Invoice for PO PO-5365b8d4d9,2024-02-22 03:29:55
INV-3e53746d,PO-5432b1b14b,15078.56,2024-12-16T08:16:43,2025-03-16T08:16:43,2025-03-15T08:16:43,paid,False,5783284328323,GL-1063,CC-119,Invoice for PO PO-5432b1b14b,2024-12-17 08:16:43
INV-ace7d987,PO-5432b1b14b,14357.01,2024-12-15T08:16:43,2025-03-15T08:16:43,2025-03-23T08:16:43,paid,True,1505100239514,GL-1182,CC-119,Invoice for PO PO-5432b1b14b,2024-12-25 08:16:43
INV-18fc46ea,PO-5432b1b14b,17977.11,2024-12-19T08:16:43,2025-03-19T08:16:43,2025-04-12T08:16:43,paid,True,3110898383936,GL-1167,CC-119,Invoice for PO PO-5432b1b14b,2024-12-28 08:16:43
INV-efd7af27,PO-545c77666d,201619.12,2024-04-02T08:30:58,2024-05-02T08:30:58,2024-04-29T08:30:58,paid,False,7238539976876,GL-1034,CC-107,Invoice for PO PO-545c77666d,2024-04-10 08:30:58
INV-1337bac5,PO-55279cde02,37548.22,2024-09-30T08:08:51,2024-12-29T08:08:51,2024-12-24T08:08:51,paid,False,5272298904154,GL-1182,CC-154,Invoice for PO PO-55279cde02,2024-10-03 08:08:51
INV-3b9b588c,PO-55279cde02,39230.7,2024-09-28T08:08:51,2024-12-27T08:08:51,2025-01-26T08:08:51,paid,True,3620674571421,GL-1001,CC-154,Invoice for PO PO-55279cde02,2024-10-04 08:08:51
INV-f8f5970d,PO-55279cde02,43083.95,2024-09-30T08:08:51,2024-12-29T08:08:51,2024-12-15T08:08:51,paid,False,4453747692117,GL-1028,CC-154,Invoice for PO PO-55279cde02,2024-10-10 08:08:51
INV-cb7fafec,PO-567a3c5d17,5930.08,2024-02-23T05:02:56,2024-04-23T05:02:56,2024-04-19T05:02:56,paid,False,9710300109853,GL-1178,CC-MKT-ADIDAS_UL_001,Invoice for PO PO-567a3c5d17,2024-02-29 05:02:56
INV-fba2082a,PO-567a3c5d17,4937.68,2024-02-19T05:02:56,2024-04-19T05:02:56,2024-05-07T05:02:56,paid,True,7606294488628,GL-1104,CC-MKT-ADIDAS_UL_001,Invoice for PO PO-567a3c5d17,2024-02-20 05:02:56
INV-81445056,PO-56d424d505,946.45,2024-12-26T02:32:16,2025-01-25T02:32:16,2025-01-22T02:32:16,paid,False,2380452862066,GL-1048,CC-MKT-NS_NESC_2024_001,Invoice for PO PO-56d424d505,2025-01-01 02:32:16
INV-651168c1,PO-56d424d505,1071.2,2024-12-27T02:32:16,2025-01-26T02:32:16,2025-02-14T02:32:16,paid,True,9448803749657,GL-1044,CC-MKT-NS_NESC_2024_001,Invoice for PO PO-56d424d505,2025-01-06 02:32:16
INV-9909ee2f,PO-56d424d505,982.36,2024-12-28T02:32:16,2025-01-27T02:32:16,2025-01-23T02:32:16,paid,False,4880974434096,GL-1172,CC-MKT-NS_NESC_2024_001,Invoice for PO PO-56d424d505,2025-01-07 02:32:16
INV-a6438980,PO-56db68d3a0,4871.94,2024-02-25T10:30:54,2024-05-25T10:30:54,2024-05-17T10:30:54,paid,False,8987238131541,GL-1041,CC-MKT-ADIDAS_UL_001,Invoice for PO PO-56db68d3a0,2024-03-04 10:30:54
