employee_id,skill_id,proficiency_level,years_of_experience
EMP0085,SKILL003,Advanced,4.2
EMP0085,SKILL002,Beginner,2.7
EMP0085,SKILL025,Advanced,3.9
EMP0085,SKILL044,Intermediate,0.8
EMP0086,SKILL009,Intermediate,1.5
EMP0086,SKILL021,Advanced,3.3
EMP0086,SKILL044,Beginner,2.9
EMP0086,SKILL011,Advanced,3.5
EMP0086,SKILL001,Advanced,1.6
EMP0086,SKILL025,Advanced,3.4
EMP0087,SKILL003,Intermediate,1.1
EMP0087,SKILL025,Intermediate,2.3
EMP0087,SKILL013,Expert,4.0
EMP0087,SKILL010,Intermediate,3.1
EMP0087,SKILL006,Intermediate,1.9
EMP0087,SKILL043,Intermediate,0.6
EMP0087,SKILL001,Expert,5.3
EMP0087,SKILL014,Intermediate,2.9
EMP0087,SKILL026,Expert,4.9
EMP0087,SKILL017,Intermediate,2.5
EMP0088,SKILL033,Expert,9.0
EMP0088,SKILL045,Expert,7.5
EMP0088,SKILL029,Advanced,8.6
EMP0088,SKILL035,Intermediate,2.3
EMP0088,SKILL031,Expert,6.1
EMP0088,SKILL020,Advanced,1.6
EMP0088,SKILL024,Advanced,3.5
EMP0088,SKILL034,Intermediate,1.4
EMP0088,SKILL050,Advanced,7.2
EMP0089,SKILL020,Advanced,4.9
EMP0089,SKILL024,Intermediate,0.5
EMP0089,SKILL047,Expert,3.1
EMP0089,SKILL018,Advanced,5.8
EMP0089,SKILL038,Expert,6.1
EMP0089,SKILL029,Advanced,6.2
EMP0089,SKILL045,Advanced,3.8
EMP0089,SKILL028,Intermediate,2.5
EMP0090,SKILL043,Advanced,4.1
EMP0090,SKILL021,Beginner,1.0
EMP0090,SKILL002,Intermediate,1.8
EMP0090,SKILL014,Intermediate,1.4
EMP0090,SKILL007,Beginner,2.4
EMP0090,SKILL032,Expert,3.8
EMP0090,SKILL003,Intermediate,0.8
EMP0091,SKILL045,Intermediate,3.7
EMP0091,SKILL035,Advanced,6.0
EMP0091,SKILL048,Intermediate,0.9
EMP0091,SKILL031,Intermediate,5.2
EMP0091,SKILL034,Beginner,1.6
EMP0091,SKILL024,Advanced,3.9
EMP0092,SKILL044,Beginner,1.6
EMP0092,SKILL014,Advanced,5.0
EMP0092,SKILL026,Advanced,1.2
EMP0092,SKILL003,Beginner,0.9
EMP0092,SKILL001,Advanced,4.5
EMP0092,SKILL021,Advanced,3.4
EMP0092,SKILL010,Advanced,5.2
EMP0093,SKILL034,Intermediate,1.6
EMP0093,SKILL020,Expert,7.4
EMP0093,SKILL033,Advanced,8.4
EMP0093,SKILL024,Expert,5.5
EMP0093,SKILL035,Advanced,5.3
EMP0094,SKILL029,Intermediate,2.1
EMP0094,SKILL020,Advanced,8.4
EMP0094,SKILL031,Advanced,3.9
EMP0094,SKILL045,Advanced,4.2
EMP0094,SKILL034,Advanced,1.2
EMP0094,SKILL024,Expert,3.4
EMP0094,SKILL035,Expert,4.8
EMP0095,SKILL026,Advanced,7.5
EMP0095,SKILL015,Expert,7.0
EMP0095,SKILL006,Advanced,5.5
EMP0095,SKILL044,Advanced,2.8
EMP0095,SKILL045,Intermediate,1.4
EMP0095,SKILL016,Expert,4.9
EMP0095,SKILL010,Advanced,6.3
EMP0095,SKILL025,Expert,7.9
EMP0095,SKILL002,Expert,6.5
EMP0095,SKILL003,Beginner,1.0
EMP0096,SKILL034,Beginner,0.6
EMP0096,SKILL029,Advanced,2.3
EMP0096,SKILL050,Advanced,1.6
EMP0096,SKILL045,Beginner,0.8
EMP0096,SKILL020,Advanced,3.1
EMP0096,SKILL024,Intermediate,1.5
EMP0096,SKILL031,Intermediate,2.0
EMP0096,SKILL033,Advanced,2.0
EMP0097,SKILL015,Beginner,1.6
EMP0097,SKILL003,Intermediate,0.6
EMP0097,SKILL002,Advanced,2.3
EMP0097,SKILL014,Intermediate,1.8
EMP0097,SKILL010,Advanced,2.8
EMP0097,SKILL026,Intermediate,1.4
EMP0097,SKILL043,Intermediate,2.7
EMP0097,SKILL006,Advanced,3.1
EMP0097,SKILL025,Intermediate,1.9
EMP0098,SKILL015,Intermediate,1.9
EMP0098,SKILL026,Advanced,6.0
EMP0098,SKILL012,Intermediate,4.0
EMP0098,SKILL021,Beginner,0.8
EMP0098,SKILL009,Intermediate,4.5
EMP0098,SKILL044,Intermediate,1.7
EMP0098,SKILL007,Intermediate,2.3
EMP0099,SKILL043,Expert,7.9
EMP0099,SKILL025,Advanced,7.7
EMP0099,SKILL001,Expert,3.6
EMP0099,SKILL021,Expert,7.3
EMP0099,SKILL015,Expert,8.5
EMP0099,SKILL047,Expert,8.1
EMP0099,SKILL017,Advanced,6.2
EMP0099,SKILL002,Expert,7.6
EMP0100,SKILL015,Advanced,3.4
EMP0100,SKILL002,Intermediate,0.6
EMP0100,SKILL003,Intermediate,1.4
EMP0100,SKILL050,Expert,3.0
EMP0100,SKILL009,Advanced,3.7
EMP0100,SKILL007,Intermediate,0.6
EMP0100,SKILL017,Advanced,3.6
EMP0100,SKILL025,Intermediate,1.8
EMP0100,SKILL043,Beginner,2.4
EMP0101,SKILL050,Advanced,4.5
EMP0101,SKILL024,Advanced,6.9
EMP0101,SKILL035,Intermediate,0.9
EMP0101,SKILL033,Expert,9.9
EMP0101,SKILL045,Expert,6.5
EMP0102,SKILL024,Expert,6.6
EMP0102,SKILL020,Advanced,5.0
EMP0102,SKILL033,Advanced,2.7
EMP0102,SKILL031,Advanced,6.1
EMP0102,SKILL029,Beginner,1.6
EMP0102,SKILL034,Advanced,5.5
EMP0102,SKILL045,Intermediate,2.2
EMP0102,SKILL035,Expert,6.0
EMP0102,SKILL048,Expert,4.3
EMP0103,SKILL004,Intermediate,2.9
EMP0103,SKILL013,Intermediate,2.4
EMP0103,SKILL015,Advanced,4.3
EMP0103,SKILL043,Advanced,4.2
EMP0103,SKILL045,Intermediate,1.3
EMP0103,SKILL003,Advanced,6.2
EMP0103,SKILL025,Advanced,3.6
EMP0103,SKILL044,Expert,3.8
EMP0103,SKILL002,Intermediate,5.4
EMP0103,SKILL009,Intermediate,1.7
EMP0103,SKILL011,Advanced,5.5
EMP0104,SKILL029,Beginner,0.6
EMP0104,SKILL038,Intermediate,3.1
EMP0104,SKILL024,Advanced,2.8
EMP0104,SKILL018,Advanced,3.7
EMP0104,SKILL028,Advanced,2.2
EMP0104,SKILL046,Intermediate,0.5
EMP0104,SKILL039,Intermediate,1.7
EMP0104,SKILL045,Advanced,3.8
EMP0104,SKILL020,Intermediate,1.0
EMP0105,SKILL043,Advanced,6.3
EMP0105,SKILL021,Intermediate,4.4
EMP0105,SKILL009,Intermediate,2.3
EMP0105,SKILL006,Intermediate,2.8
EMP0105,SKILL015,Intermediate,2.1
EMP0105,SKILL010,Beginner,1.5
EMP0105,SKILL026,Advanced,4.2
EMP0105,SKILL047,Expert,6.3
EMP0105,SKILL044,Intermediate,1.2
EMP0106,SKILL020,Expert,3.6
EMP0106,SKILL045,Expert,4.2
EMP0106,SKILL031,Expert,3.9
EMP0106,SKILL024,Advanced,5.6
EMP0106,SKILL034,Intermediate,1.2
EMP0106,SKILL033,Beginner,2.2
EMP0106,SKILL029,Expert,6.9
EMP0106,SKILL035,Expert,6.0
EMP0107,SKILL003,Intermediate,1.1
EMP0107,SKILL002,Advanced,2.1
EMP0107,SKILL023,Beginner,0.8
EMP0107,SKILL043,Advanced,3.3
EMP0107,SKILL045,Advanced,3.0
EMP0107,SKILL008,Beginner,1.1
EMP0107,SKILL016,Intermediate,1.6
EMP0107,SKILL026,Advanced,2.4
EMP0108,SKILL031,Beginner,2.5
EMP0108,SKILL024,Advanced,3.9
EMP0108,SKILL034,Intermediate,2.7
EMP0108,SKILL029,Beginner,0.6
EMP0108,SKILL035,Expert,3.0
EMP0108,SKILL020,Advanced,4.9
EMP0108,SKILL045,Expert,4.5
EMP0108,SKILL032,Beginner,2.1
EMP0109,SKILL027,Advanced,6.9
EMP0109,SKILL035,Advanced,8.4
EMP0109,SKILL020,Advanced,5.5
EMP0109,SKILL045,Expert,8.6
EMP0109,SKILL047,Intermediate,1.9
EMP0109,SKILL024,Beginner,2.8
EMP0109,SKILL034,Advanced,6.1
EMP0109,SKILL032,Intermediate,2.4
EMP0109,SKILL023,Advanced,3.3
EMP0109,SKILL029,Advanced,4.0
EMP0110,SKILL033,Expert,8.8
EMP0110,SKILL020,Expert,10.2
EMP0110,SKILL045,Advanced,4.5
EMP0110,SKILL035,Advanced,9.1
EMP0110,SKILL034,Beginner,0.8
EMP0110,SKILL029,Advanced,8.1
EMP0111,SKILL029,Expert,3.8
EMP0111,SKILL024,Advanced,6.6
EMP0111,SKILL034,Advanced,7.0
EMP0111,SKILL031,Advanced,5.5
EMP0111,SKILL045,Expert,5.5
EMP0111,SKILL023,Advanced,9.2
EMP0111,SKILL027,Beginner,2.0
EMP0111,SKILL035,Expert,8.6
EMP0111,SKILL033,Advanced,9.2
EMP0111,SKILL032,Advanced,4.8
EMP0111,SKILL020,Expert,6.4
EMP0112,SKILL015,Advanced,7.8
EMP0112,SKILL003,Advanced,1.9
EMP0112,SKILL010,Intermediate,2.8
EMP0112,SKILL027,Advanced,3.6
EMP0112,SKILL021,Advanced,7.6
EMP0112,SKILL023,Expert,7.7
EMP0112,SKILL007,Expert,7.0
EMP0112,SKILL045,Advanced,4.3
EMP0112,SKILL001,Intermediate,1.0
EMP0112,SKILL011,Advanced,8.2
EMP0113,SKILL045,Advanced,8.4
EMP0113,SKILL020,Advanced,9.2
EMP0113,SKILL034,Advanced,6.6
EMP0113,SKILL049,Expert,8.5
EMP0113,SKILL033,Expert,3.2
EMP0113,SKILL024,Advanced,10.3
EMP0113,SKILL031,Advanced,5.3
EMP0114,SKILL039,Beginner,0.9
EMP0114,SKILL038,Intermediate,1.8
EMP0114,SKILL045,Beginner,0.7
EMP0114,SKILL024,Advanced,2.1
EMP0114,SKILL027,Beginner,0.7
EMP0115,SKILL029,Beginner,0.7
EMP0115,SKILL018,Beginner,2.7
EMP0115,SKILL020,Intermediate,0.9
EMP0115,SKILL045,Advanced,3.2
EMP0115,SKILL024,Beginner,0.6
EMP0115,SKILL048,Advanced,3.6
EMP0115,SKILL039,Intermediate,2.9
EMP0116,SKILL039,Intermediate,2.0
EMP0116,SKILL028,Advanced,6.3
EMP0116,SKILL024,Beginner,0.9
EMP0116,SKILL045,Intermediate,2.3
EMP0116,SKILL018,Intermediate,0.8
EMP0116,SKILL020,Intermediate,2.8
EMP0116,SKILL038,Advanced,2.4
EMP0116,SKILL029,Advanced,3.6
EMP0117,SKILL034,Advanced,5.7
EMP0117,SKILL031,Beginner,1.6
EMP0117,SKILL023,Intermediate,2.6
EMP0117,SKILL029,Expert,5.5
EMP0117,SKILL020,Advanced,5.4
EMP0117,SKILL045,Advanced,3.1
EMP0117,SKILL027,Intermediate,1.6
EMP0117,SKILL035,Beginner,1.8
EMP0117,SKILL033,Intermediate,3.9
EMP0117,SKILL032,Advanced,4.3
EMP0117,SKILL024,Intermediate,1.8
EMP0118,SKILL050,Intermediate,2.1
EMP0118,SKILL035,Intermediate,5.6
EMP0118,SKILL031,Intermediate,0.8
EMP0118,SKILL027,Intermediate,1.2
EMP0118,SKILL045,Advanced,3.5
EMP0118,SKILL034,Intermediate,5.0
EMP0118,SKILL023,Intermediate,1.6
EMP0118,SKILL020,Advanced,2.7
EMP0118,SKILL032,Advanced,3.9
EMP0118,SKILL024,Expert,6.1
EMP0118,SKILL033,Expert,4.8
EMP0118,SKILL029,Intermediate,1.5
EMP0119,SKILL029,Beginner,2.0
EMP0119,SKILL024,Expert,3.7
EMP0119,SKILL045,Intermediate,1.0
EMP0119,SKILL018,Beginner,0.6
EMP0119,SKILL020,Beginner,0.7
EMP0119,SKILL039,Intermediate,1.3
EMP0119,SKILL038,Advanced,3.0
EMP0119,SKILL028,Expert,3.0
EMP0120,SKILL033,Intermediate,1.8
EMP0120,SKILL035,Intermediate,0.8
EMP0120,SKILL045,Advanced,2.5
EMP0120,SKILL023,Expert,3.0
EMP0120,SKILL027,Advanced,1.9
EMP0120,SKILL024,Beginner,0.8
EMP0121,SKILL045,Intermediate,3.1
EMP0121,SKILL031,Advanced,3.4
EMP0121,SKILL035,Advanced,1.6
EMP0121,SKILL032,Beginner,0.9
EMP0121,SKILL029,Beginner,0.8
EMP0121,SKILL033,Intermediate,1.2
EMP0122,SKILL015,Intermediate,1.7
EMP0122,SKILL025,Beginner,0.9
EMP0122,SKILL014,Intermediate,2.5
EMP0122,SKILL026,Intermediate,1.4
EMP0122,SKILL009,Beginner,0.6
EMP0122,SKILL010,Advanced,1.2
EMP0122,SKILL017,Intermediate,0.7
EMP0123,SKILL038,Advanced,3.9
EMP0123,SKILL018,Advanced,3.7
EMP0123,SKILL029,Intermediate,5.3
EMP0123,SKILL045,Intermediate,2.3
EMP0123,SKILL039,Advanced,4.5
EMP0123,SKILL024,Advanced,5.5
EMP0123,SKILL049,Beginner,0.8
EMP0123,SKILL028,Intermediate,1.3
EMP0123,SKILL020,Advanced,3.7
EMP0124,SKILL026,Advanced,1.2
EMP0124,SKILL014,Intermediate,1.4
EMP0124,SKILL025,Intermediate,3.3
EMP0124,SKILL002,Intermediate,1.5
EMP0124,SKILL001,Intermediate,2.8
EMP0124,SKILL007,Advanced,3.6
EMP0124,SKILL015,Advanced,1.9
EMP0124,SKILL010,Advanced,3.8
EMP0124,SKILL011,Advanced,3.2
EMP0124,SKILL044,Advanced,3.5
EMP0125,SKILL039,Beginner,1.2
EMP0125,SKILL020,Advanced,3.8
EMP0125,SKILL028,Intermediate,1.2
EMP0125,SKILL038,Intermediate,2.0
EMP0125,SKILL029,Advanced,4.5
EMP0125,SKILL045,Intermediate,2.7
EMP0125,SKILL018,Advanced,5.1
EMP0125,SKILL024,Intermediate,1.4
EMP0126,SKILL029,Beginner,2.4
EMP0126,SKILL038,Advanced,3.8
EMP0126,SKILL018,Advanced,5.0
EMP0126,SKILL039,Intermediate,1.7
EMP0126,SKILL024,Beginner,0.6
EMP0126,SKILL028,Advanced,5.1
EMP0126,SKILL020,Intermediate,1.1
EMP0127,SKILL032,Intermediate,2.7
EMP0127,SKILL038,Intermediate,1.6
EMP0127,SKILL039,Expert,6.2
EMP0127,SKILL029,Advanced,2.9
EMP0127,SKILL028,Advanced,6.4
EMP0128,SKILL045,Intermediate,1.4
EMP0128,SKILL017,Expert,7.6
EMP0128,SKILL007,Expert,9.1
EMP0128,SKILL001,Advanced,7.5
EMP0128,SKILL043,Advanced,3.0
EMP0129,SKILL032,Intermediate,1.7
EMP0129,SKILL035,Intermediate,1.3
EMP0129,SKILL034,Beginner,0.6
EMP0129,SKILL029,Advanced,2.1
EMP0129,SKILL046,Advanced,3.9
EMP0130,SKILL039,Advanced,3.5
EMP0130,SKILL045,Intermediate,2.6
EMP0130,SKILL028,Advanced,3.8
EMP0130,SKILL038,Advanced,7.8
EMP0130,SKILL024,Expert,4.6
EMP0130,SKILL029,Advanced,1.3
EMP0130,SKILL049,Expert,5.6
EMP0130,SKILL020,Advanced,5.6
EMP0131,SKILL014,Intermediate,0.5
EMP0131,SKILL026,Advanced,5.3
EMP0131,SKILL025,Advanced,3.7
EMP0131,SKILL007,Beginner,1.5
EMP0131,SKILL045,Advanced,5.0
EMP0132,SKILL013,Beginner,2.0
EMP0132,SKILL048,Beginner,0.5
EMP0132,SKILL001,Intermediate,2.5
EMP0132,SKILL010,Advanced,6.4
EMP0132,SKILL011,Advanced,4.8
EMP0132,SKILL025,Intermediate,1.8
EMP0132,SKILL026,Advanced,4.1
EMP0132,SKILL015,Intermediate,1.9
EMP0132,SKILL007,Advanced,7.4
EMP0132,SKILL009,Advanced,6.8
EMP0132,SKILL012,Advanced,7.1
EMP0132,SKILL045,Advanced,3.1
EMP0133,SKILL038,Intermediate,1.1
EMP0133,SKILL039,Intermediate,2.8
EMP0133,SKILL024,Intermediate,1.5
EMP0133,SKILL028,Beginner,2.6
EMP0133,SKILL032,Advanced,3.0
EMP0133,SKILL020,Intermediate,2.9
EMP0133,SKILL029,Intermediate,1.2
EMP0134,SKILL023,Intermediate,0.5
EMP0134,SKILL049,Beginner,0.5
EMP0134,SKILL045,Intermediate,2.3
EMP0134,SKILL027,Intermediate,2.1
EMP0134,SKILL029,Advanced,3.7
EMP0134,SKILL032,Advanced,4.0
EMP0135,SKILL025,Advanced,5.6
EMP0135,SKILL016,Intermediate,2.7
EMP0135,SKILL001,Intermediate,4.2
EMP0135,SKILL014,Advanced,1.2
EMP0135,SKILL043,Beginner,2.6
EMP0136,SKILL035,Advanced,3.1
EMP0136,SKILL034,Expert,3.4
EMP0136,SKILL049,Intermediate,1.1
EMP0136,SKILL031,Beginner,0.5
EMP0136,SKILL029,Intermediate,2.1
EMP0137,SKILL029,Advanced,1.3
EMP0137,SKILL038,Beginner,1.4
EMP0137,SKILL024,Advanced,1.0
EMP0137,SKILL039,Beginner,2.2
EMP0137,SKILL045,Expert,3.7
EMP0137,SKILL020,Intermediate,1.3
EMP0138,SKILL031,Expert,9.7
EMP0138,SKILL045,Intermediate,0.8
EMP0138,SKILL027,Advanced,8.2
EMP0138,SKILL047,Advanced,6.1
EMP0138,SKILL029,Advanced,9.1
EMP0138,SKILL020,Beginner,2.0
EMP0138,SKILL024,Intermediate,4.7
EMP0139,SKILL028,Intermediate,2.7
EMP0139,SKILL018,Intermediate,2.9
EMP0139,SKILL039,Beginner,2.9
EMP0139,SKILL045,Intermediate,0.5
EMP0139,SKILL038,Beginner,2.5
EMP0139,SKILL024,Intermediate,2.4
EMP0139,SKILL029,Intermediate,1.9
EMP0139,SKILL020,Intermediate,1.8
EMP0140,SKILL020,Advanced,5.9
EMP0140,SKILL023,Beginner,0.7
EMP0140,SKILL024,Beginner,2.8
EMP0140,SKILL045,Intermediate,0.8
EMP0140,SKILL027,Beginner,0.9
EMP0140,SKILL031,Expert,6.3
EMP0140,SKILL048,Intermediate,4.2
EMP0140,SKILL033,Advanced,5.6
EMP0140,SKILL034,Expert,6.4
EMP0140,SKILL035,Intermediate,0.9
EMP0141,SKILL024,Intermediate,0.8
EMP0141,SKILL028,Advanced,4.3
EMP0141,SKILL038,Expert,5.2
EMP0141,SKILL029,Intermediate,2.7
EMP0141,SKILL018,Intermediate,2.0
EMP0141,SKILL039,Advanced,2.7
EMP0142,SKILL010,Advanced,3.3
EMP0142,SKILL006,Advanced,4.4
EMP0142,SKILL016,Advanced,3.8
EMP0142,SKILL044,Advanced,3.4
EMP0142,SKILL025,Intermediate,2.9
EMP0142,SKILL015,Advanced,3.2
EMP0143,SKILL028,Expert,4.8
EMP0143,SKILL018,Advanced,8.3
EMP0143,SKILL029,Advanced,4.2
EMP0143,SKILL045,Expert,7.8
EMP0143,SKILL038,Advanced,5.4
EMP0143,SKILL039,Expert,8.6
EMP0144,SKILL038,Expert,9.9
EMP0144,SKILL024,Advanced,3.2
EMP0144,SKILL028,Expert,8.7
EMP0144,SKILL018,Beginner,2.3
EMP0144,SKILL020,Intermediate,5.5
EMP0144,SKILL039,Advanced,8.5
EMP0144,SKILL029,Beginner,2.7
EMP0144,SKILL045,Advanced,8.0
EMP0145,SKILL028,Intermediate,2.5
EMP0145,SKILL018,Intermediate,1.2
EMP0145,SKILL039,Advanced,3.0
EMP0145,SKILL024,Advanced,3.0
EMP0145,SKILL029,Beginner,2.8
EMP0146,SKILL045,Advanced,7.6
EMP0146,SKILL020,Advanced,9.1
EMP0146,SKILL031,Advanced,5.2
EMP0146,SKILL035,Beginner,0.6
EMP0146,SKILL032,Advanced,4.4
EMP0146,SKILL034,Advanced,8.6
EMP0146,SKILL033,Expert,6.1
EMP0147,SKILL020,Expert,6.7
EMP0147,SKILL046,Expert,7.3
EMP0147,SKILL028,Advanced,5.9
EMP0147,SKILL039,Expert,6.7
EMP0147,SKILL029,Intermediate,0.7
EMP0148,SKILL031,Intermediate,0.9
EMP0148,SKILL045,Intermediate,1.9
EMP0148,SKILL029,Intermediate,2.9
EMP0148,SKILL027,Intermediate,1.8
EMP0148,SKILL020,Intermediate,2.2
EMP0148,SKILL034,Beginner,2.4
EMP0148,SKILL033,Intermediate,1.8
EMP0148,SKILL023,Beginner,1.9
EMP0148,SKILL047,Beginner,0.6
EMP0149,SKILL028,Beginner,2.1
EMP0149,SKILL018,Intermediate,2.9
EMP0149,SKILL023,Advanced,5.5
EMP0149,SKILL038,Expert,3.6
EMP0149,SKILL027,Advanced,8.7
EMP0150,SKILL015,Intermediate,2.8
EMP0150,SKILL025,Intermediate,1.5
EMP0150,SKILL026,Advanced,3.6
EMP0150,SKILL045,Advanced,3.2
EMP0150,SKILL017,Advanced,6.7
EMP0150,SKILL007,Expert,6.3
EMP0150,SKILL003,Expert,7.4
EMP0151,SKILL024,Intermediate,2.9
EMP0151,SKILL033,Advanced,3.8
EMP0151,SKILL035,Expert,4.4
EMP0151,SKILL023,Beginner,2.5
EMP0151,SKILL031,Expert,3.2
EMP0151,SKILL029,Expert,3.1
EMP0151,SKILL034,Intermediate,2.4
EMP0152,SKILL038,Advanced,3.3
EMP0152,SKILL018,Intermediate,2.0
EMP0152,SKILL024,Intermediate,1.8
EMP0152,SKILL028,Intermediate,0.6
EMP0152,SKILL039,Intermediate,1.1
EMP0152,SKILL020,Intermediate,2.8
EMP0153,SKILL038,Beginner,2.7
EMP0153,SKILL023,Beginner,0.8
EMP0153,SKILL039,Advanced,3.1
EMP0153,SKILL032,Intermediate,1.4
EMP0153,SKILL024,Intermediate,1.5
EMP0153,SKILL027,Beginner,2.6
EMP0153,SKILL028,Advanced,2.9
EMP0153,SKILL045,Intermediate,1.2
EMP0153,SKILL049,Advanced,2.1
EMP0153,SKILL029,Expert,3.3
EMP0154,SKILL023,Intermediate,3.8
EMP0154,SKILL018,Expert,3.8
EMP0154,SKILL024,Advanced,1.3
EMP0154,SKILL029,Beginner,1.0
EMP0154,SKILL048,Intermediate,1.8
EMP0154,SKILL027,Advanced,3.1
EMP0154,SKILL032,Advanced,3.4
EMP0154,SKILL045,Intermediate,1.4
EMP0154,SKILL039,Advanced,3.4
EMP0154,SKILL020,Advanced,2.0
EMP0154,SKILL038,Intermediate,2.3
EMP0154,SKILL028,Intermediate,2.7
EMP0155,SKILL029,Intermediate,4.1
EMP0155,SKILL018,Intermediate,2.9
EMP0155,SKILL024,Advanced,6.0
EMP0155,SKILL038,Advanced,5.3
EMP0155,SKILL039,Intermediate,1.8
EMP0155,SKILL020,Expert,6.5
EMP0155,SKILL045,Expert,9.4
EMP0156,SKILL014,Beginner,0.8
EMP0156,SKILL025,Beginner,1.5
EMP0156,SKILL047,Intermediate,2.2
EMP0156,SKILL010,Intermediate,1.2
EMP0156,SKILL011,Intermediate,2.0
EMP0156,SKILL017,Advanced,3.7
EMP0156,SKILL016,Advanced,3.0
EMP0156,SKILL003,Intermediate,1.0
EMP0156,SKILL006,Expert,3.3
EMP0156,SKILL007,Intermediate,3.1
EMP0156,SKILL013,Beginner,0.6
EMP0156,SKILL026,Intermediate,1.3
EMP0157,SKILL035,Expert,9.6
EMP0157,SKILL029,Intermediate,3.4
EMP0157,SKILL045,Expert,10.4
EMP0157,SKILL024,Intermediate,2.4
EMP0157,SKILL033,Advanced,9.3
EMP0157,SKILL027,Expert,10.1
EMP0157,SKILL032,Advanced,4.8
EMP0157,SKILL023,Intermediate,2.3
EMP0157,SKILL020,Advanced,7.3
EMP0158,SKILL028,Intermediate,2.1
EMP0158,SKILL039,Beginner,1.6
EMP0158,SKILL045,Advanced,6.3
EMP0158,SKILL029,Advanced,6.6
EMP0158,SKILL038,Advanced,4.6
EMP0158,SKILL018,Advanced,6.6
EMP0159,SKILL003,Intermediate,1.3
EMP0159,SKILL043,Beginner,2.0
EMP0159,SKILL004,Beginner,2.9
EMP0159,SKILL045,Beginner,2.7
EMP0159,SKILL026,Beginner,2.8
EMP0159,SKILL002,Intermediate,1.2
EMP0159,SKILL021,Intermediate,1.5
EMP0159,SKILL010,Advanced,2.3
EMP0159,SKILL006,Beginner,0.8
EMP0159,SKILL025,Intermediate,2.3
EMP0160,SKILL027,Advanced,4.6
EMP0160,SKILL028,Expert,7.5
EMP0160,SKILL049,Intermediate,2.0
EMP0160,SKILL029,Advanced,1.4
EMP0160,SKILL018,Advanced,9.9
EMP0160,SKILL045,Intermediate,1.4
EMP0160,SKILL032,Expert,10.4
EMP0160,SKILL024,Advanced,3.6
EMP0160,SKILL020,Advanced,4.9
EMP0160,SKILL038,Intermediate,2.7
EMP0160,SKILL023,Advanced,7.3
EMP0161,SKILL045,Expert,3.6
EMP0161,SKILL035,Advanced,1.7
EMP0161,SKILL033,Intermediate,2.6
EMP0161,SKILL020,Beginner,0.6
EMP0161,SKILL031,Intermediate,2.1
EMP0162,SKILL026,Advanced,3.5
EMP0162,SKILL015,Intermediate,3.8
EMP0162,SKILL010,Intermediate,2.7
EMP0162,SKILL001,Intermediate,2.3
EMP0162,SKILL025,Intermediate,1.4
EMP0162,SKILL045,Advanced,3.5
EMP0162,SKILL006,Expert,3.8
EMP0162,SKILL011,Intermediate,1.1
EMP0162,SKILL002,Advanced,3.9
EMP0162,SKILL004,Beginner,2.9
EMP0162,SKILL007,Advanced,3.2
EMP0163,SKILL028,Intermediate,1.4
EMP0163,SKILL045,Intermediate,2.7
EMP0163,SKILL038,Expert,3.0
EMP0163,SKILL018,Intermediate,2.9
EMP0163,SKILL024,Beginner,1.8
EMP0163,SKILL020,Beginner,2.6
EMP0163,SKILL029,Advanced,1.6
EMP0163,SKILL039,Advanced,2.6
EMP0164,SKILL029,Advanced,1.6
EMP0164,SKILL023,Advanced,5.1
EMP0164,SKILL034,Advanced,5.3
EMP0164,SKILL020,Intermediate,5.0
EMP0164,SKILL032,Intermediate,1.4
EMP0165,SKILL018,Intermediate,1.1
EMP0165,SKILL039,Advanced,8.2
EMP0165,SKILL023,Advanced,9.3
EMP0165,SKILL032,Advanced,9.2
EMP0165,SKILL038,Beginner,2.7
EMP0165,SKILL027,Advanced,4.2
EMP0165,SKILL028,Expert,6.3
EMP0165,SKILL045,Advanced,9.4
EMP0165,SKILL020,Expert,7.0
EMP0165,SKILL024,Expert,5.6
EMP0165,SKILL029,Advanced,8.1
EMP0166,SKILL006,Advanced,4.2
EMP0166,SKILL007,Beginner,1.7
EMP0166,SKILL026,Intermediate,3.2
EMP0166,SKILL017,Advanced,3.3
EMP0166,SKILL001,Intermediate,1.9
EMP0166,SKILL004,Intermediate,1.2
EMP0166,SKILL045,Expert,3.9
EMP0166,SKILL025,Advanced,2.7
EMP0166,SKILL011,Advanced,5.3
EMP0167,SKILL023,Intermediate,3.7
EMP0167,SKILL028,Advanced,3.6
EMP0167,SKILL032,Advanced,4.4
EMP0167,SKILL018,Intermediate,1.5
EMP0167,SKILL038,Advanced,3.5
EMP0167,SKILL020,Expert,5.3
EMP0167,SKILL039,Advanced,4.1
EMP0167,SKILL045,Expert,3.9
EMP0167,SKILL024,Intermediate,2.9
EMP0167,SKILL029,Intermediate,5.7
EMP0168,SKILL028,Intermediate,2.2
EMP0168,SKILL045,Advanced,4.6
EMP0168,SKILL018,Beginner,0.6
EMP0168,SKILL039,Beginner,0.8
EMP0168,SKILL024,Intermediate,3.0
EMP0169,SKILL007,Expert,6.6
EMP0169,SKILL045,Intermediate,2.4
EMP0169,SKILL015,Expert,7.0
EMP0169,SKILL002,Beginner,0.6
EMP0169,SKILL032,Beginner,2.0
EMP0169,SKILL026,Intermediate,0.5
EMP0170,SKILL024,Beginner,0.6
EMP0170,SKILL035,Intermediate,2.8
EMP0170,SKILL031,Intermediate,3.2
EMP0170,SKILL034,Intermediate,1.0
EMP0170,SKILL029,Advanced,3.0
EMP0170,SKILL020,Beginner,2.5
EMP0170,SKILL033,Intermediate,2.8
